objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
CH0354,1124,CH0354,"Kwajalein Prospect, Halloween Mine",copper; silver; lead,,-114.72,44.44,"114° 43' 29.92893600"" W","44° 26' 27.38450400"" N",-114.72,44.44,Custer,White Cloud Peaks,Challis,13N 15E NWSE,13N,15E,20,NWSE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,170,83278,Yankee Fork,0,1,0,0,1,0,0,|Kwajalein Prospect|Halloween Mine|,|copper|silver|lead|,,-114.72,44.44,text,record,record,,,
CH0355,1125,CH0355,Unnamed prospect,,,-114.71,44.43,"114° 43' 01.84810800"" W","44° 26' 22.34472000"" N",-114.71,44.43,Custer,White Cloud Peaks,Challis,13N 15E NWSW,13N,15E,21,NWSW,SW,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,169,83278,Yankee Fork,0,1,0,0,0,0,0,|Unnamed prospect|,,,-114.71,44.43,text,record,record,,,
CH0356,1126,CH0356,Payoff Group,gold,,-114.72,44.43,"114° 43' 18.76828800"" W","44° 26' 01.46479200"" N",-114.72,44.43,Custer,White Cloud Peaks,Challis,13N 15E NENE,13N,15E,29,NENE,NE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,1,0,0,0,0,0,0,|Payoff Group|,|gold|,,-114.72,44.43,text,record,record,,,
CH0357,1127,CH0357,Montana Gulch Placer,gold,,-114.71,44.43,"114° 42' 53.92760400"" W","44° 26' 01.46493600"" N",-114.71,44.43,Custer,White Cloud Peaks,Challis,13N 15E NWNW,13N,15E,28,NWNW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,1,0,0,0,0,0,0,|Montana Gulch Placer|,|gold|,,-114.71,44.43,text,record,record,,,
CH0358,1128,CH0358,Jordan,gold; silver,,-114.72,44.43,"114° 43' 36.76890000"" W","44° 26' 08.30461200"" N",-114.72,44.43,Custer,White Cloud Peaks,Challis,13N 15E SWSE,13N,15E,20,SWSE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,0,0,0,0,1,0,0,|Jordan|,|gold|silver|,,-114.72,44.43,text,record,record,,,
CH0359,1129,CH0359,Nugget Group,gold,,-114.71,44.43,"114° 42' 59.68767600"" W","44° 25' 54.26497200"" N",-114.71,44.43,Custer,White Cloud Peaks,Challis,13N 15E NWNW,13N,15E,28,NWNW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,1,0,0,0,0,0,0,|Nugget Group|,|gold|,,-114.71,44.43,text,record,record,,,
CH0360,1130,CH0360,Anderson Prospect,gold; silver,,-114.72,44.43,"114° 43' 19.84821600"" W","44° 25' 53.54482800"" N",-114.72,44.43,Custer,White Cloud Peaks,Challis,13N 15E NENE,13N,15E,29,NENE,NE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,172,83278,Yankee Fork,1,0,0,0,0,0,0,|Anderson Prospect|,|gold|silver|,,-114.72,44.43,text,record,record,,,
CH0361,1131,CH0361,North Sunbeam Prospect,silver; gold; copper,CoCa Mines; Geodome Resources; Hecla Mining Company; Sunbeam Mining Corporation,-114.73,44.43,"114° 44' 10.17798000"" W","44° 26' 20.90428800"" N",-114.73,44.43,Custer,White Cloud Peaks,Challis,13N 15E NWSW,13N,15E,20,NWSW,SW,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,173,83278,Yankee Fork,0,0,0,0,0,0,1,|North Sunbeam Prospect|,|silver|gold|copper|,|CoCa Mines|Geodome Resources|Hecla Mining Company|Sunbeam Mining Corporation|,-114.73,44.43,text,record,record,,,
CH0362,1132,CH0362,Whale Mine,silver; gold,,-114.74,44.44,"114° 45' 01.01156400"" W","44° 26' 32.31585600"" N",-114.75,44.44,Mount Jordan,White Cloud Peaks,Challis,13N 15E SENW,13N,15E,19,SENW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,174,83278,Yankee Fork,0,1,0,0,1,0,1,|Whale Mine|,|silver|gold|,,-114.75,44.44,text,record,record,,,
CH0363,1133,CH0363,"Golden Sunbeam Mine, Daisy, Bismarck, Sunbeam, Montana-Sunbeam",silver; gold; rare-earths; copper,CoCa Mines; Geodome Resources; Sunbeam Mining Corporation; Golden Sunbeam Mines; Idaho Power and Mines Company; Sunbeam Cons Gold Mines; Sunbeam Holding Company; Sunbeam Mines Incorporated,-114.73,44.43,"114° 43' 59.98962000"" W","44° 26' 13.16439600"" N",-114.73,44.43,Custer,White Cloud Peaks,Challis,13N 15E SESW,13N,15E,20,SESW,SW,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,176,83278,Yankee Fork,0,1,0,0,1,1,1,|Golden Sunbeam Mine|Daisy|Bismarck|Sunbeam|Montana-Sunbeam|,|silver|gold|rare-earths|copper|,|CoCa Mines|Geodome Resources|Sunbeam Mining Corporation|Golden Sunbeam Mines|Idaho Power and Mines Company|Sunbeam Cons Gold Mines|Sunbeam Holding Company|Sunbeam Mines Incorporated|,-114.73,44.43,text,record,record,,,
CH0364,1134,CH0364,"Jesse James Prospect, Sunbeam",silver; gold,CoCa Mines; Geodome Resources; Sunbeam Mining Corporation,-114.74,44.43,"114° 44' 42.79488000"" W","44° 26' 20.43607200"" N",-114.74,44.43,Custer,White Cloud Peaks,Challis,13N 15E NWSE,13N,15E,19,NWSE,SE,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,175,83278,Yankee Fork,0,1,0,0,0,0,1,|Jesse James Prospect|Sunbeam|,|silver|gold|,|CoCa Mines|Geodome Resources|Sunbeam Mining Corporation|,-114.74,44.43,text,record,record,,,
CH0365,1135,CH0365,South Sunbeam,gold; silver,CoCa Mines; Geodome Resources; Sunbeam Mining Corporation,-114.74,44.43,"114° 44' 32.93044800"" W","44° 26' 06.50421600"" N",-114.74,44.43,Custer,White Cloud Peaks,Challis,13N 15E SESE,13N,15E,19,SESE,SE,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,177,83278,Yankee Fork,0,0,0,0,0,0,0,|South Sunbeam|,|gold|silver|,|CoCa Mines|Geodome Resources|Sunbeam Mining Corporation|,-114.74,44.43,text,record,record,,,
CH0366,1136,CH0366,Unnamed prospect,,,-114.36,44.41,"114° 21' 59.65156800"" W","44° 24' 57.39393600"" N",-114.36,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E SENW,13N,18E,32,SENW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,178,83226,Bayhorse,0,1,0,0,0,0,0,|Unnamed prospect|,,,-114.36,44.41,text,record,record,,,
CH0367,1137,CH0367,Unnamed prospect,,,-114.37,44.41,"114° 22' 16.93196400"" W","44° 24' 50.55386400"" N",-114.37,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E SWNW,13N,18E,32,SWNW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,179,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.37,44.41,text,record,record,,,
CH0368,1138,CH0368,"Skylark Mine, Shamrock, Silver Wing",silver; gold; lead; copper; zinc,,-114.36,44.41,"114° 21' 50.50724400"" W","44° 24' 52.03004400"" N",-114.36,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E SWNE,13N,18E,32,SWNE,NE,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,180,83226,Bayhorse,0,1,0,0,1,0,1,|Skylark Mine|Shamrock|Silver Wing|,|silver|gold|lead|copper|zinc|,,-114.36,44.41,text,record,record,,,
CH0369,1139,CH0369,"Ramshorn Mine, Utah Boy, Post Boy, Aetna",gold; silver; zinc; lead; copper,Aetna Mining & Investment Company; Amco Exploration Incorporated; Bayhorse Leasing Company; Bayhorse Mines Incorporated; Ramshorn Mines Company; Ramshorn Mining and Smelting Company; Ramshorn Mining Company; Salmon River Mining Company; Sidney Mining Company; Umont Mining Company,-114.36,44.41,"114° 21' 44.99892000"" W","44° 24' 37.77418800"" N",-114.36,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E NWSE,13N,18E,32,NWSE,SE,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,621,83226,Bayhorse,0,1,0,1,1,1,1,|Ramshorn Mine|Utah Boy|Post Boy|Aetna|,|gold|silver|zinc|lead|copper|,|Aetna Mining & Investment Company|Amco Exploration Incorporated|Bayhorse Leasing Company|Bayhorse Mines Incorporated|Ramshorn Mines Company|Ramshorn Mining and Smelting Company|Ramshorn Mining Company|Salmon River Mining Company|Sidney Mining Company|Umont Mining Company|,-114.36,44.41,text,record,record,,,
CH0370,1140,CH0370,Virginia Dare Prospect,lead; copper; silver; gold,,-114.37,44.4,"114° 22' 35.76021600"" W","44° 24' 28.44990000"" N",-114.37,44.4,Bayhorse Lake,White Cloud Peaks,Challis,13N 18E SESE,13N,18E,31,SESE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,182,83226,Bayhorse,0,1,0,0,0,0,0,|Virginia Dare Prospect|,|lead|copper|silver|gold|,,-114.37,44.4,text,record,record,,,
CH0371,1141,CH0371,Juliet Lode,silver; gold; copper; lead; zinc,,-114.35,44.38,"114° 21' 38.76966000"" W","44° 23' 15.51483600"" N",-114.36,44.38,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNE,12N,18E,8,SWNE,NE,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,,83226,Bayhorse,0,1,0,0,0,0,0,|Juliet Lode|,|silver|gold|copper|lead|zinc|,,-114.36,44.38,text,record,record,,,
CH0372,1142,CH0372,Arizona Prospect,zinc,,-114.36,44.4,"114° 21' 43.77438000"" W","44° 24' 00.44247600"" N",-114.36,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNE,12N,18E,5,SWNE,NE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,183,83226,Bayhorse,0,1,0,0,0,0,0,|Arizona Prospect|,|zinc|,,-114.36,44.4,text,record,record,,,
CH0373,1143,CH0373,"Keno Mine, McGregor Group, Salmon River Group",gold; silver; lead; fluorite; zinc,,-114.32,44.41,"114° 19' 34.78339200"" W","44° 24' 48.43098000"" N",-114.32,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E SENW,13N,18E,34,SENW,NW,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,184,83226,Bayhorse,0,1,0,0,1,0,1,|Keno Mine|McGregor Group|Salmon River Group|,|gold|silver|lead|fluorite|zinc|,,-114.32,44.41,text,record,record,,,
CH0374,1144,CH0374,Toolie Mine,gold; silver; zinc; lead; copper,,-114.32,44.41,"114° 19' 17.75521200"" W","44° 25' 10.42694400"" N",-114.32,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E NWNE,13N,18E,34,NWNE,NE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83226,Bayhorse,0,1,0,0,0,0,0,|Toolie Mine|,|gold|silver|zinc|lead|copper|,,-114.32,44.41,text,record,record,,,
CH0375,1145,CH0375,Cave Mine,gold; silver; lead; copper,,-114.33,44.41,"114° 19' 52.92793200"" W","44° 24' 49.47483600"" N",-114.33,44.41,Bayhorse,White Cloud Peaks,Challis,13N 18E SWNW,13N,18E,34,SWNW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,185,83226,Bayhorse,0,1,0,0,1,0,0,|Cave Mine|,|gold|silver|lead|copper|,,-114.33,44.41,text,record,record,,,
CH0376,1146,CH0376,Forest Rose Mine,gold; silver; copper; lead; zinc,,-114.32,44.41,"114° 19' 30.60710400"" W","44° 24' 35.75908800"" N",-114.32,44.4,Bayhorse,White Cloud Peaks,Challis,13N 18E NESW,13N,18E,34,NESW,SW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,187,83226,Bayhorse,0,1,0,0,1,0,1,|Forest Rose Mine|,|gold|silver|copper|lead|zinc|,,-114.32,44.4,text,record,record,,,
CH0377,1147,CH0377,"McGregor Group, Keno, Dave, Pacific, Silver Brick, Hoosier, Cave, Salmon River Group",silver; gold; copper; zinc; lead; fluorite,,-114.31,44.4,"114° 19' 01.77027600"" W","44° 24' 33.41930400"" N",-114.31,44.4,Bayhorse,White Cloud Peaks,Challis,13N 18E SESE,13N,18E,34,SESE,SE,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,186,83226,Bayhorse,0,1,0,0,1,0,1,|McGregor Group|Keno|Dave|Pacific|Silver Brick|Hoosier|Cave|Salmon River Group|,|silver|gold|copper|zinc|lead|fluorite|,,-114.31,44.4,text,record,record,,,
CH0378,1148,CH0378,Democrat Prospect,gold; silver; copper; zinc; lead,,-114.32,44.4,"114° 19' 28.51899600"" W","44° 24' 31.87116000"" N",-114.32,44.4,Bayhorse,White Cloud Peaks,Challis,13N 18E SWSE,13N,18E,34,SWSE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,188,83226,Bayhorse,0,0,0,0,1,0,1,|Democrat Prospect|,|gold|silver|copper|zinc|lead|,,-114.32,44.4,text,record,record,,,
CH0379,1149,CH0379,"Silver Brick Mine, McGregor Group",silver; lead,,-114.32,44.4,"114° 19' 19.66274400"" W","44° 24' 31.00719600"" N",-114.32,44.4,Bayhorse,White Cloud Peaks,Challis,13N 18E SWSE,13N,18E,34,SWSE,SE,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,189,83226,Bayhorse,0,0,0,0,1,0,1,|Silver Brick Mine|McGregor Group|,|silver|lead|,,-114.32,44.4,text,record,record,,,
CH0380,1150,CH0380,"Pacific Mine, McGregor Group, Salmon River Group",lead; silver; copper; fluorite; zinc; gold,Salmon River Mining Company,-114.31,44.4,"114° 19' 02.74227600"" W","44° 24' 32.23130400"" N",-114.31,44.4,Bayhorse,White Cloud Peaks,Challis,13N 18E SESE,13N,18E,34,SESE,SE,Custer,STATEPR;DEPT. OF P. & R.;Salmon-Challis NF,Salmon-Challis NF,190,83226,Bayhorse,0,1,0,0,1,0,1,|Pacific Mine|McGregor Group|Salmon River Group|,|lead|silver|copper|fluorite|zinc|gold|,|Salmon River Mining Company|,-114.31,44.4,text,record,record,,,
CH0381,1151,CH0381,Unnamed prospect,,,-114.31,44.4,"114° 19' 12.60627600"" W","44° 24' 10.59541200"" N",-114.32,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E NWNE,12N,18E,3,NWNE,NE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,191,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.32,44.4,text,record,record,,,
CH0382,1152,CH0382,Unnamed prospect,,,-114.31,44.4,"114° 19' 01.80591600"" W","44° 24' 06.27552000"" N",-114.31,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E SENE,12N,18E,3,SENE,NE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,192,83226,Bayhorse,0,1,0,0,0,0,0,|Unnamed prospect|,,,-114.31,44.4,text,record,record,,,
CH0383,1153,CH0383,Hood Prospect,lead,,-114.31,44.4,"114° 18' 48.84562800"" W","44° 24' 10.59555600"" N",-114.31,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E NENE,12N,18E,3,NENE,NE,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,193,83226,Bayhorse,0,0,0,0,0,0,0,|Hood Prospect|,|lead|,,-114.31,44.4,text,record,record,,,
CH0384,1154,CH0384,Beardsley Mine,silver; gold; copper; zinc; tungsten; lead,,-114.3,44.4,"114° 18' 27.64105200"" W","44° 24' 12.79170000"" N",-114.3,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E NENW,12N,18E,2,NENW,NW,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,194,83226,Bayhorse,0,1,0,0,1,0,1,|Beardsley Mine|,|silver|gold|copper|zinc|tungsten|lead|,,-114.3,44.4,text,record,record,,,
CH0385,1155,CH0385,K-7,gold; silver; lead; copper; zinc,,-114.3,44.4,"114° 18' 27.74901600"" W","44° 24' 10.45170000"" N",-114.3,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E NENW,12N,18E,2,NENW,NW,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,,83226,Bayhorse,0,0,0,0,1,0,1,|K-7|,|gold|silver|lead|copper|zinc|,,-114.3,44.4,text,record,record,,,
CH0386,1156,CH0386,Excelsior Mine,silver; gold; zinc; lead; copper,,-114.3,44.4,"114° 18' 30.80908800"" W","44° 24' 09.08370000"" N",-114.3,44.4,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNW,12N,18E,2,SWNW,NW,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,195,83226,Bayhorse,0,0,0,0,1,0,1,|Excelsior Mine|,|silver|gold|zinc|lead|copper|,,-114.3,44.4,text,record,record,,,
CH0387,1157,CH0387,Kuna Prospect,copper; lead,,-114.3,44.39,"114° 18' 05.64422400"" W","44° 23' 58.35595200"" N",-114.3,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNE,12N,18E,2,SWNE,NE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,196,83226,Bayhorse,0,1,0,0,0,0,0,|Kuna Prospect|,|copper|lead|,,-114.3,44.39,text,record,record,,,
CH0388,1158,CH0388,Unnamed prospect,,,-114.29,44.39,"114° 17' 46.20336000"" W","44° 23' 33.22827600"" N",-114.29,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E SESE,12N,18E,2,SESE,SE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,200,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.29,44.39,text,record,record,,,
CH0389,1159,CH0389,Unnamed prospect,,,-114.29,44.39,"114° 17' 55.92354000"" W","44° 23' 25.59627600"" N",-114.29,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E NWNE,12N,18E,11,NWNE,NE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,201,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.29,44.39,text,record,record,,,
CH0390,1160,CH0390,"River View Mine, Riverview",gold; silver; zinc; lead; copper,Aetna Mining & Investment Company,-114.29,44.38,"114° 17' 54.84328800"" W","44° 23' 07.95642000"" N",-114.29,44.38,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNE,12N,18E,11,SWNE,NE,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,202,83226,Bayhorse,0,1,0,0,1,0,1,|River View Mine|Riverview|,|gold|silver|zinc|lead|copper|,|Aetna Mining & Investment Company|,-114.29,44.38,text,record,record,,,
CH0391,1161,CH0391,"Hoosier Mine, McGregor Group",lead; silver; copper; gold,,-114.32,44.39,"114° 19' 17.46624000"" W","44° 23' 57.49148400"" N",-114.32,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E SWNE,12N,18E,3,SWNE,NE,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,197,83226,Bayhorse,0,0,0,0,1,0,1,|Hoosier Mine|McGregor Group|,|lead|silver|copper|gold|,,-114.32,44.39,text,record,record,,,
CH0392,1162,CH0392,"Barton Mine, Guy C. Barton, Jarvis, Cemetary",silver; lead,,-114.31,44.39,"114° 19' 14.98213200"" W","44° 23' 54.93552000"" N",-114.32,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E NWSE,12N,18E,3,NWSE,SE,Custer,STATEPR;DEPT. OF P. & R.;BLM-Idaho Falls District,BLM-Idaho Falls District,198,83226,Bayhorse,0,0,0,0,1,0,0,|Barton Mine|Guy C. Barton|Jarvis|Cemetary|,|silver|lead|,,-114.32,44.39,text,record,record,,,
CH0393,1163,CH0393,Unnamed prospect,,,-114.32,44.39,"114° 19' 32.47838400"" W","44° 23' 35.53155600"" N",-114.32,44.39,Bayhorse,White Cloud Peaks,Challis,12N 18E SESW,12N,18E,3,SESW,SW,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,199,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.32,44.39,text,record,record,,,
CH0394,1164,CH0394,"Henie Hinie Prospect, Henie, Nameless Mine",lead,,-114.32,44.37,"114° 19' 38.88580800"" W","44° 22' 37.78795200"" N",-114.32,44.37,Bayhorse,White Cloud Peaks,Challis,12N 18E NENW,12N,18E,15,NENW,NW,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,203,83226,Bayhorse,0,0,0,0,0,0,0,|Henie Hinie Prospect|Henie|Nameless Mine|,|lead|,,-114.32,44.37,text,record,record,,,
CH0395,1165,CH0395,Unnamed prospect,,,-114.32,44.37,"114° 19' 22.68530400"" W","44° 22' 33.39609600"" N",-114.32,44.37,Bayhorse,White Cloud Peaks,Challis,12N 18E NWNE,12N,18E,15,NWNE,NE,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,204,83226,Bayhorse,0,0,0,0,0,0,0,|Unnamed prospect|,,,-114.32,44.37,text,record,record,,,
CH0396,1166,CH0396,"Turtle Mine, No Name Mine, Turtley, Pacific Turtle",silver; gold; garnet; zinc; copper; lead,Standard Metal Production Company,-114.3,44.36,"114° 18' 23.46336000"" W","44° 22' 11.54463600"" N",-114.3,44.36,Bald Mountain,White Cloud Peaks,Challis,12N 18E NESW,12N,18E,14,NESW,SW,Custer,BLM;BLM-Idaho Falls District,BLM-Idaho Falls District,206,83226,Bayhorse,0,1,0,0,1,0,1,|Turtle Mine|No Name Mine|Turtley|Pacific Turtle|,|silver|gold|garnet|zinc|copper|lead|,|Standard Metal Production Company|,-114.3,44.36,text,record,record,,,
CH0397,1167,CH0397,Buckshot,gold; copper; lead; zinc,,-114.72,44.39,"114° 43' 40.72706400"" W","44° 23' 43.58565600"" N",-114.72,44.39,Custer,White Cloud Peaks,Challis,12N 15E NESW,12N,15E,5,NESW,SW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,0,0,0,0,0,0,0,|Buckshot|,|gold|copper|lead|zinc|,,-114.72,44.39,text,record,record,,,
CH0398,1168,CH0398,Letha Mine,gold; silver,,-114.71,44.39,"114° 43' 13.11416400"" W","44° 23' 32.85794400"" N",-114.72,44.39,Custer,White Cloud Peaks,Challis,12N 15E SESE,12N,15E,5,SESE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,208,83278,Yankee Fork,0,1,0,0,1,0,1,|Letha Mine|,|gold|silver|,,-114.72,44.39,text,record,record,,,
CH0399,1169,CH0399,"Olga Marie, Moonbeam",gold,,-114.72,44.39,"114° 43' 44.68702800"" W","44° 23' 32.42572800"" N",-114.72,44.39,Custer,White Cloud Peaks,Challis,12N 15E SESW,12N,15E,5,SESW,SW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,1,0,0,0,0,0,0,|Olga Marie|Moonbeam|,|gold|,,-114.72,44.39,text,record,record,,,
CH0400,1170,CH0400,"Julietta Mine, Juliette",silver; gold; copper; lead; zinc,,-114.71,44.38,"114° 43' 13.79787600"" W","44° 23' 10.43008800"" N",-114.72,44.38,Custer,White Cloud Peaks,Challis,12N 15E SENE,12N,15E,8,SENE,NE,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,209,83278,Yankee Fork,0,1,0,0,1,0,0,|Julietta Mine|Juliette|,|silver|gold|copper|lead|zinc|,,-114.72,44.38,text,record,record,,,
CH0401,1171,CH0401,Kirtly,gold; silver,,-114.72,44.38,"114° 43' 19.84612800"" W","44° 23' 15.50601600"" N",-114.72,44.38,Custer,White Cloud Peaks,Challis,12N 15E SWNE,12N,15E,8,SWNE,NE,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,211,83278,Yankee Fork,0,0,0,0,0,0,0,|Kirtly|,|gold|silver|,,-114.72,44.38,text,record,record,,,
CH0402,1172,CH0402,Charles Dickens Mine,gold; silver; lead; copper; zinc,Lucky Boy Mining Company; The Dickens Custer Mines Limited,-114.71,44.39,"114° 43' 02.67376800"" W","44° 23' 24.50608800"" N",-114.71,44.39,Custer,White Cloud Peaks,Challis,12N 15E NENE,12N,15E,8,NENE,NE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,210,83278,Yankee Fork,0,1,0,0,1,0,1,|Charles Dickens Mine|,|gold|silver|lead|copper|zinc|,|Lucky Boy Mining Company|The Dickens Custer Mines Limited|,-114.71,44.39,text,record,record,,,
CH0403,1173,CH0403,Jordan Creek Placer,gold; silver; zirconium; rare-earths; garnet; uranium; black sand,Jordan Placers Incorporated,-114.72,44.38,"114° 43' 34.89448800"" W","44° 23' 11.43794400"" N",-114.72,44.38,Custer,White Cloud Peaks,Challis,12N 15E SENW,12N,15E,8,SENW,NW,Custer,PRIVATE;Salmon-Challis NF,Salmon-Challis NF,212,83278,Yankee Fork,1,0,0,0,1,0,1,|Jordan Creek Placer|,|gold|silver|zirconium|rare-earths|garnet|uranium|black sand|,|Jordan Placers Incorporated|,-114.72,44.38,text,record,record,,,
CH0404,1174,CH0404,"Morrison Mine, George Washington",gold; silver; copper,,-114.73,44.38,"114° 43' 55.84699200"" W","44° 23' 05.42583600"" N",-114.73,44.38,Custer,White Cloud Peaks,Challis,12N 15E SWNW,12N,15E,8,SWNW,NW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,216,83278,Yankee Fork,0,1,0,0,1,0,0,|Morrison Mine|George Washington|,|gold|silver|copper|,,-114.73,44.38,text,record,record,,,
CH0405,1175,CH0405,"Passover Mine, Last Chance",silver; gold; zinc; lead; molybdenum; copper,Hugh Johnson,-114.72,44.38,"114° 43' 38.81848800"" W","44° 23' 03.40998000"" N",-114.72,44.38,Custer,White Cloud Peaks,Challis,12N 15E NESW,12N,15E,8,NESW,SW,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,217,83278,Yankee Fork,0,1,0,0,1,0,0,|Passover Mine|Last Chance|,|silver|gold|zinc|lead|molybdenum|copper|,|Hugh Johnson|,-114.72,44.38,text,record,record,,,
CH0406,1176,CH0406,Gold Lode 1-5,gold,,-114.74,44.38,"114° 44' 38.68807200"" W","44° 22' 57.50562000"" N",-114.74,44.38,Custer,White Cloud Peaks,Challis,12N 15E NWSE,12N,15E,7,NWSE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,,83278,Yankee Fork,0,1,0,0,0,0,0,|Gold Lode 1-5|,|gold|,,-114.74,44.38,text,record,record,,,
CH0407,1177,CH0407,Fairplay Mine,silver; gold; copper; lead; zinc,,-114.73,44.38,"114° 44' 09.88717200"" W","44° 22' 48.50587200"" N",-114.73,44.38,Custer,White Cloud Peaks,Challis,12N 15E SESE,12N,15E,7,SESE,SE,Custer,USFS;Salmon-Challis NF,Salmon-Challis NF,218,83278,Yankee Fork,0,0,0,0,1,0,0,|Fairplay Mine|,|silver|gold|copper|lead|zinc|,,-114.73,44.38,text,record,record,,,
